,DATA,INCOME,OVERCHARGE,LEFTOVER,HOUSE,CHILD,REVENUE,HANDSET_PRICE,OVER_15MINS_CALLS_PER_MONTH,TIME_CLIENT,AVERAGE_CALL_DURATION,REPORTED_SATISFACTION,CONSIDERING_CHANGE_OF_PLAN,CHURNED
5271,174.35,31857.5,49.0,35.0,805910.0,5.0,124.0,303.0,4.0,3.9,1.0,0.0,0.75,1.0
5272,355.77,89052.0,212.0,75.0,310658.0,1.0,87.0,226.0,22.0,1.7,1.0,1.0,0.75,0.0
5273,0.0,17404.5,0.0,83.0,559359.0,1.0,179.0,164.0,1.0,1.0,1.0,0.0,0.75,1.0
5274,303.37,26722.5,167.0,0.0,817583.0,0.0,194.0,867.0,12.0,2.7,15.0,0.5,0.75,1.0
5275,570.55,49602.5,229.0,16.0,572168.0,3.0,477.0,364.0,14.0,8.3,4.0,0.0,0.5,0.0
5276,750.0,48613.5,0.0,0.0,292727.0,2.0,225.0,334.0,0.0,2.5,10.0,1.0,1.0,0.0
5277,531.82,83929.5,200.0,14.0,319800.0,3.0,129.0,326.0,1.0,6.8,5.0,0.75,0.75,1.0
5278,1710.0,33538.0,0.0,76.0,270632.0,1.0,173.0,352.0,0.0,3.7,2.0,1.0,0.75,0.0
5279,268.16,26022.5,78.0,18.0,267623.0,3.0,156.0,182.0,3.0,3.2,4.0,0.0,0.75,1.0
5280,157.89,38849.5,196.0,16.0,518392.10656258446,4.0,186.0,242.0,14.0,1.4,4.0,1.0,0.25,0.0
5281,122.22,55717.5,0.0,71.0,428106.0,4.0,104.0,621.0,0.0,1.3,2.0,1.0,1.0,0.0
5282,279.26,20796.0,96.0,18.0,925137.0,3.0,117.0,160.0,5.0,2.5,4.0,0.0,0.0,1.0
5283,1050.0,64314.0,0.0,69.0,430597.0,1.0,97.0,773.0,0.0,3.5,2.0,0.75,1.0,0.0
5284,188.81,22785.5,43.0,0.0,471485.0,3.0,132.0,179.0,3.0,1.9,9.0,1.0,1.0,1.0
5285,109.09,24937.5,0.0,89.0,242688.0,2.0,60.0,159.0,23.0,2.6,1.0,0.25,1.0,1.0
5286,1830.0,55719.5,0.0,0.0,210604.0,3.0,126.0,586.0,5.0,5.1,11.0,1.0,0.5,0.0
5287,450.0,81685.0,70.0,7.0,200020.0,3.0,110.0,582.0,4.0,4.6,4.0,0.5,1.0,1.0
5288,570.0,13875.5,0.0,0.0,592411.0,0.0,341.0,160.0,4.0,2.9,15.0,0.5,1.0,1.0
5289,236.15,100066.5,243.0,0.0,820469.0,3.0,165.0,357.0,5.0,2.7,8.0,1.0,0.0,0.0
5290,222.58,10475.0,0.0,21.0,791522.0,3.0,150.0,239.0,0.0,3.3,5.0,1.0,0.75,1.0
5291,450.0,32295.5,0.0,0.0,996422.0,1.0,224.0,301.0,0.0,2.5,10.0,0.75,0.25,1.0
5292,298.14,96526.0,222.0,31.0,471408.0,0.0,128.0,558.0,21.0,3.2,1.0,0.0,0.75,0.0
5293,76.84,68274.5,276.0,60.0,340362.0,2.0,92.0,388.0,22.0,1.5,2.0,0.5,0.75,1.0
5294,400.0,20917.5,65.0,0.0,252117.0,1.0,99.0,197.0,3.0,3.2,8.0,0.75,1.0,1.0
5295,241.53,29527.5,136.0,10.0,938929.0,1.0,158.0,191.0,13.0,2.9,5.0,0.0,0.75,1.0
5296,1350.0,30706.0,0.0,0.0,816474.0,1.0,71.0,270.0,0.0,3.5,2.0,0.5,0.0,1.0
5297,286.18,42427.5,204.0,27.0,338491.0,1.0,186.0,179.0,20.0,2.9,2.0,1.0,0.75,0.0
5298,259.7,81305.5,230.0,34.0,212680.0,3.0,157.0,752.0,1.0,3.8,1.0,1.0,0.0,0.0
5299,470.0,20717.0,40.0,16.0,415481.0,3.0,104.0,379.0,3.0,3.7,6.0,0.0,1.0,0.0
5300,251.05,63432.5,49.0,9.0,200304.0,2.0,128.0,797.0,5.0,3.0,4.0,1.0,0.75,1.0
5301,169.31,41249.5,187.0,28.0,547129.0,2.0,98.0,166.0,17.0,2.2,1.0,0.0,0.5,0.0
5302,500.0,54986.0,32.0,0.0,502042.0,3.0,278.0,459.0,4.0,2.2,12.0,0.5,0.5,0.0
5303,239.5,42819.0,138.0,0.0,477644.0,1.0,117.0,287.0,15.0,2.9,13.0,0.75,0.5,1.0
5304,133.53,72891.5,57.0,18.0,229056.0,2.0,117.0,441.0,5.0,1.5,1.0,1.0,0.25,1.0
5305,540.0,35692.0,0.0,12.0,243759.0,0.0,121.0,353.0,1.0,1.8,4.0,0.0,0.0,1.0
5306,979.59,20614.5,47.0,83.0,227820.0,0.0,154.0,231.0,3.0,4.8,1.0,0.75,1.0,0.0
5307,0.0,39138.0,0.0,5.0,857738.0,2.0,183.0,650.0,1.0,1.0,4.0,0.5,0.25,1.0
5308,143.31,73326.0,34.0,18.0,353810.0,3.0,135.0,888.0,3.0,1.5,4.0,0.0,0.0,1.0
5309,378.64,66818.0,209.0,0.0,284373.0,2.0,135.0,247.0,11.0,2.9,12.0,1.0,0.5,0.0
5310,270.0,39186.5,0.0,10.0,298369.0,3.0,325.0,333.0,0.0,0.8,5.0,0.5,0.25,1.0
5311,275.41,21738.5,0.0,51.0,466218.0,4.0,129.0,180.0,0.0,4.6,1.0,1.0,1.0,0.0
5312,227.41,85099.5,243.0,7.0,259843.0,1.0,192.0,750.0,4.0,2.6,5.0,0.75,0.5,1.0
5313,475.0,42533.0,140.0,0.0,572532.0,2.0,131.0,310.0,15.0,2.8,8.0,0.75,0.75,0.0
5314,1050.0,11711.5,0.0,65.0,515821.0,1.0,218.0,143.0,0.0,1.5,4.0,1.0,0.75,0.0
5315,22.03,26884.0,77.0,64.0,470997.0,2.0,148.0,152.0,4.0,1.6,1.0,1.0,1.0,1.0
5316,62.07,12258.5,0.0,19.0,584896.0,3.0,156.0,223.0,0.0,1.6,6.0,0.25,0.75,1.0
5317,891.43,18835.0,75.0,0.0,433668.0,0.0,124.0,178.0,16.0,4.2,10.0,0.25,1.0,0.0
5318,840.0,23199.0,0.0,10.0,385088.0,3.0,118.0,284.0,1.0,4.6,4.0,0.0,1.0,1.0
5319,325.76,105355.5,296.0,0.0,184576.0,1.0,86.0,489.0,11.0,2.3,14.0,0.0,1.0,0.0
5320,264.08,67579.5,74.0,11.0,511049.6942731955,2.0,105.0,590.0,23.0,3.5,4.0,0.75,0.75,1.0
5321,437.29,57613.5,195.0,0.0,552271.0,2.0,254.0,337.0,3.0,3.3,12.0,0.0,0.75,1.0
5322,1195.95,39495.5,48.0,18.0,431255.0,0.0,196.0,290.0,3.0,4.9,4.0,1.0,0.0,1.0
5323,129.23,11120.0,0.0,55.0,443270.0,2.0,158.0,168.0,1.0,1.8,14.0,0.75,0.0,1.0
5324,1050.0,25535.0,0.0,0.0,290909.0,2.0,74.0,300.0,1.0,2.5,12.0,1.0,0.75,1.0
5325,331.1,68795.0,199.0,22.0,732328.0,1.0,126.0,202.0,12.0,2.3,5.0,0.75,0.75,1.0
5326,260.87,66613.5,0.0,36.0,597447.0,2.0,169.0,780.0,1.0,4.0,1.0,0.75,0.25,1.0
5327,223.73,16111.0,0.0,49.0,206733.0,2.0,115.0,214.0,0.0,3.4,2.0,0.75,0.25,0.0
5328,522.94,48519.0,227.0,38.0,776942.0,1.0,112.0,251.0,12.0,6.7,1.0,0.0,0.25,1.0
5329,510.0,32221.0,0.0,0.0,533874.0,1.0,197.0,399.0,1.0,2.7,11.0,1.0,1.0,1.0
5330,490.77,61861.5,169.0,11.0,852400.0,3.0,203.0,321.0,1.0,5.2,4.0,0.25,0.0,1.0
5331,379.41,56588.0,240.0,0.0,515896.67822765623,1.0,126.0,356.0,4.0,4.3,14.0,0.75,1.0,1.0
5332,325.3,29923.5,66.0,0.0,310766.0,1.0,132.0,171.0,4.0,1.8,15.0,1.0,1.0,0.0
5333,127.4,67829.0,0.0,63.0,786078.0,3.0,143.0,711.0,1.0,2.1,2.0,0.5,0.25,1.0
5334,428.57,77194.5,61.0,0.0,500444.0,3.0,167.0,826.0,5.0,2.3,9.0,1.0,0.0,1.0
5335,1770.0,66413.0,0.0,0.0,516804.0,2.0,114.0,431.0,0.0,3.9,15.0,1.0,0.75,0.0
5336,121.88,69961.5,0.0,54.0,610291.0,2.0,316.0,684.0,0.0,3.6,1.0,0.75,0.75,1.0
5337,314.29,35971.5,210.0,11.0,606099.0,2.0,282.0,135.0,29.0,3.4,6.0,0.75,0.25,1.0
5338,694.92,25435.0,77.0,0.0,452221.0,1.0,157.0,158.0,3.0,5.1,9.0,0.5,1.0,1.0
5339,458.82,18466.5,0.0,7.0,772823.0,3.0,181.0,197.0,0.0,2.6,4.0,1.0,0.5,1.0
5340,754.97,62029.0,51.0,0.0,433464.0,2.0,227.0,601.0,14.0,1.8,14.0,0.75,0.25,0.0
5341,187.5,31923.0,74.0,37.0,619694.0,4.0,173.0,221.0,3.0,3.4,2.0,0.5,0.25,1.0
5342,2310.0,18526.5,0.0,0.0,290615.0,1.0,144.0,226.0,1.0,6.7,14.0,0.75,0.25,0.0
5343,402.99,30497.0,168.0,0.0,937218.0,1.0,167.0,161.0,15.0,2.6,11.0,0.0,0.75,0.0
5344,1050.0,50219.0,0.0,0.0,193085.0,3.0,128.0,666.0,1.0,2.5,12.0,0.75,0.75,0.0
5345,690.0,20241.0,0.0,69.0,676969.0,1.0,110.0,240.0,1.0,3.3,2.0,0.0,0.75,1.0
5346,259.09,45561.0,0.0,34.0,581208.0,2.0,101.0,369.0,0.0,1.8,1.0,1.0,1.0,0.0
5347,660.0,29689.5,0.0,0.0,318772.0,2.0,160.0,288.0,0.0,2.2,8.0,0.0,1.0,1.0
5348,490.27,47801.0,157.0,0.0,451233.0,3.0,162.0,345.0,27.0,2.2,15.0,0.75,0.75,0.0
5349,240.0,62922.5,0.0,6.0,772123.0,0.0,184.0,464.0,1.0,1.8,11.0,0.0,1.0,1.0
5350,181.32,51550.0,174.0,9.0,594281.0,2.0,125.0,151.0,16.0,1.2,4.0,0.25,0.75,1.0
5351,112.5,25391.0,0.0,14.0,329221.0,2.0,96.0,275.0,0.0,1.9,6.0,0.25,0.25,1.0
5352,121.28,31277.5,0.0,84.0,813515.0,3.0,141.0,327.0,1.0,4.8,9.0,0.75,0.75,1.0
5353,173.2,33019.0,175.0,21.0,301118.0,3.0,174.0,229.0,21.0,3.8,5.0,1.0,0.25,1.0
5354,256.58,47497.0,204.0,0.0,819721.0,2.0,196.0,298.0,26.0,2.6,14.0,0.0,1.0,1.0
5355,1320.0,12297.5,0.0,0.0,450568.0,1.0,142.0,159.0,0.0,2.4,9.0,1.0,0.25,0.0
5356,164.52,34397.5,210.0,0.0,219466.0,3.0,118.0,169.0,26.0,2.7,14.0,0.5,0.75,1.0
5357,630.0,48026.5,0.0,18.0,483023.0,1.0,121.0,282.0,0.0,2.1,4.0,1.0,0.75,1.0
5358,410.96,63724.5,46.0,38.0,626929.0,0.0,276.0,874.0,5.0,1.0,1.0,0.0,1.0,0.0
5359,387.1,36955.5,88.0,6.0,957558.0,2.0,119.0,341.0,5.0,3.2,6.0,0.0,0.75,1.0
5360,1200.0,30165.5,0.0,0.0,721638.0,3.0,258.0,285.0,0.0,5.0,2.0,0.75,0.25,1.0
5361,990.0,32106.5,0.0,35.0,829036.0,0.0,101.0,386.0,0.0,2.3,2.0,1.0,0.25,1.0
5362,766.42,36762.5,37.0,0.0,499451.4780356076,2.0,157.0,335.0,4.0,2.5,14.0,0.75,0.75,1.0
5363,2280.0,12793.5,0.0,34.0,273367.0,1.0,149.0,149.0,0.0,5.6,2.0,1.0,0.75,0.0
5364,262.89,51450.5,94.0,18.0,639482.0,1.0,122.0,311.0,3.0,2.7,5.0,1.0,1.0,1.0
5365,780.0,68264.5,0.0,21.0,893230.0,1.0,157.0,800.0,1.0,3.6,6.0,1.0,0.25,1.0
5366,617.02,40038.5,41.0,30.0,791502.0,1.0,104.0,523.0,5.0,3.9,2.0,1.0,0.75,1.0
5367,1230.0,10414.0,0.0,22.0,336429.0,1.0,131.0,195.0,1.0,2.1,5.0,0.5,1.0,0.0
5368,548.28,37205.5,0.0,19.0,186021.0,3.0,147.0,263.0,0.0,6.3,5.0,0.0,0.75,1.0
5369,249.17,60171.5,201.0,42.0,516725.52673027606,0.0,72.0,367.0,0.0,2.5,2.0,0.5,1.0,1.0
5370,542.76,32499.5,204.0,0.0,290292.0,1.0,110.0,304.0,15.0,3.5,8.0,1.0,1.0,0.0
5371,179.27,64716.0,210.0,51.0,154586.0,3.0,133.0,321.0,14.0,4.9,1.0,0.5,1.0,1.0
5372,308.64,54885.5,53.0,9.0,580434.0,2.0,191.0,324.0,5.0,2.5,6.0,1.0,1.0,0.0
5373,574.07,60827.0,62.0,0.0,539456.0,5.0,141.0,567.0,4.0,2.1,12.0,1.0,0.75,1.0
5374,184.62,10235.0,0.0,16.0,876567.0,2.0,157.0,181.0,0.0,2.6,5.0,0.5,0.75,1.0
5375,154.84,60191.5,50.0,16.0,630305.0,2.0,110.0,648.0,3.0,1.6,4.0,0.75,0.75,0.0
5376,148.41,94511.0,183.0,0.0,297585.0,0.0,185.0,654.0,25.0,1.4,8.0,1.0,1.0,0.0
5377,1074.07,21233.5,62.0,5.0,828833.0,0.0,159.0,154.0,3.0,6.8,4.0,0.5,1.0,1.0
5378,132.6,44348.0,81.0,37.0,880243.0,1.0,151.0,378.0,4.0,1.8,2.0,0.25,1.0,1.0
5379,989.8,36022.0,194.0,44.0,336812.0,0.0,182.0,211.0,27.0,7.7,2.0,0.75,0.25,0.0
5380,1290.0,73094.0,0.0,0.0,487564.2220036459,2.0,146.0,634.0,4.0,4.3,15.0,0.25,0.75,1.0
5381,584.91,33573.5,59.0,0.0,922404.0,4.0,130.0,331.0,13.0,2.1,15.0,0.0,0.75,1.0
5382,54.66,62021.0,198.0,69.0,895216.0,4.0,151.0,347.0,11.0,2.8,1.0,0.0,0.75,1.0
5383,1200.0,62873.5,0.0,0.0,698084.0,3.0,214.0,547.0,1.0,3.0,11.0,0.0,0.25,1.0
5384,225.0,63085.0,0.0,14.0,256305.0,2.0,285.0,634.0,3.0,1.8,4.0,0.5,0.25,1.0
5385,189.61,70253.0,182.0,43.0,218439.0,2.0,157.0,845.0,1.0,4.5,2.0,1.0,0.75,1.0
5386,1140.0,15847.0,0.0,0.0,233195.0,0.0,176.0,204.0,1.0,4.8,8.0,1.0,0.75,1.0
5387,80.0,15650.0,0.0,20.0,626221.0,2.0,132.0,198.0,1.0,1.8,4.0,0.0,0.25,1.0
5388,304.51,54318.0,66.0,10.0,747450.0,2.0,149.0,363.0,1.0,1.7,5.0,1.0,0.75,1.0
5389,660.0,31314.5,0.0,0.0,626548.0,3.0,224.0,300.0,1.0,2.2,9.0,0.75,0.75,1.0
5390,257.49,67324.0,231.0,17.0,510833.0,2.0,140.0,300.0,28.0,3.3,5.0,1.0,1.0,0.0
5391,1170.0,22547.0,0.0,0.0,668409.0,1.0,177.0,182.0,1.0,2.9,9.0,0.0,0.75,1.0
5392,402.23,50907.0,79.0,12.0,498370.0,0.0,302.0,395.0,3.0,1.4,4.0,1.0,0.25,1.0
5393,632.65,41052.0,194.0,9.0,212567.0,1.0,121.0,170.0,25.0,5.2,6.0,1.0,0.75,0.0
5394,2190.0,11035.0,0.0,13.0,341424.0,1.0,80.0,230.0,0.0,7.3,5.0,0.25,0.75,1.0
5395,239.01,84719.0,194.0,7.0,961207.0,3.0,122.0,614.0,27.0,1.9,5.0,1.0,1.0,0.0
5396,0.0,75306.5,88.0,56.0,601897.0,5.0,164.0,813.0,4.0,1.0,1.0,0.5,0.25,1.0
5397,10.71,42997.5,0.0,74.0,758790.0,3.0,180.0,257.0,1.0,1.3,1.0,0.0,0.75,1.0
5398,466.89,100065.5,202.0,0.0,691199.0,3.0,115.0,676.0,27.0,3.7,10.0,1.0,0.75,0.0
5399,181.97,18079.0,0.0,51.0,171705.0,4.0,136.0,210.0,1.0,2.7,1.0,1.0,1.0,1.0
5400,33.33,40739.0,0.0,89.0,171493.0,3.0,170.0,803.0,0.0,2.1,1.0,0.75,0.75,1.0
5401,251.91,50327.0,31.0,0.0,262465.0,2.0,160.0,264.0,5.0,2.1,15.0,1.0,0.75,1.0
5402,644.44,32723.0,0.0,17.0,200796.0,4.0,207.0,363.0,1.0,3.8,6.0,1.0,1.0,0.0
5403,810.81,41825.5,48.0,56.0,745968.0,1.0,170.0,308.0,4.0,3.0,1.0,0.75,1.0,1.0
5404,960.0,19768.5,0.0,85.0,275490.0,0.0,140.0,155.0,0.0,2.2,2.0,1.0,0.75,0.0
5405,100.75,43334.5,168.0,9.0,518272.52319265273,1.0,152.0,346.0,11.0,1.9,5.0,1.0,0.75,1.0
5406,345.03,76934.0,153.0,26.0,282520.0,2.0,188.0,824.0,16.0,6.9,1.0,0.5,0.75,1.0
5407,165.44,46267.5,42.0,13.0,208182.0,3.0,155.0,384.0,3.0,1.5,4.0,1.0,1.0,0.0
5408,1090.91,23212.0,43.0,0.0,278604.0,2.0,181.0,144.0,3.0,3.2,9.0,1.0,1.0,0.0
5409,983.33,20522.5,80.0,0.0,170863.0,0.0,108.0,216.0,4.0,4.9,10.0,0.75,0.75,1.0
5410,256.76,37495.0,52.0,7.0,821535.0,3.0,153.0,333.0,4.0,1.9,6.0,0.0,0.25,1.0
5411,750.0,58103.0,0.0,6.0,457385.0,1.0,137.0,778.0,1.0,3.5,4.0,0.0,0.0,1.0
5412,408.64,40043.0,201.0,19.0,456881.0,0.0,264.0,245.0,10.0,4.1,5.0,0.25,0.75,1.0
5413,185.39,69713.5,46.0,21.0,420712.0,2.0,150.0,736.0,3.0,2.2,6.0,0.5,0.0,1.0
5414,201.47,51624.0,49.0,67.0,930368.0,3.0,107.0,383.0,4.0,4.5,2.0,0.75,0.75,1.0
5415,403.64,31568.5,175.0,0.0,243542.0,2.0,123.0,224.0,19.0,1.7,13.0,0.75,1.0,0.0
5416,206.11,38138.5,31.0,60.0,434880.0,1.0,228.0,384.0,5.0,1.9,2.0,1.0,1.0,1.0
5417,131.8,22997.5,66.0,79.0,839019.0,3.0,146.0,388.0,4.0,4.2,2.0,0.75,0.25,1.0
5418,450.0,56047.0,0.0,0.0,329955.0,3.0,98.0,244.0,1.0,2.5,14.0,0.25,0.75,1.0
5419,1050.0,67366.5,0.0,0.0,153973.0,2.0,124.0,653.0,1.0,1.5,10.0,0.0,0.75,0.0
5420,460.23,28499.5,76.0,0.0,507160.6502275362,1.0,148.0,205.0,4.0,1.7,10.0,0.5,0.75,0.0
5421,453.13,26293.0,92.0,0.0,689590.0,3.0,157.0,191.0,4.0,2.9,6.0,1.0,0.75,1.0
5422,938.93,61374.5,31.0,0.0,335287.0,1.0,259.0,877.0,5.0,4.1,12.0,1.0,0.5,1.0
5423,574.85,23340.0,67.0,24.0,970945.0,1.0,130.0,408.0,5.0,4.2,5.0,1.0,0.75,1.0
5424,355.62,77827.0,59.0,17.0,794173.0,3.0,148.0,483.0,17.0,2.9,4.0,1.0,0.75,1.0
5425,993.75,52728.0,0.0,6.0,574182.0,4.0,160.0,473.0,5.0,5.3,6.0,0.0,0.75,1.0
5426,1590.91,57740.0,32.0,0.0,226371.0,1.0,158.0,876.0,5.0,5.0,9.0,1.0,0.75,0.0
5427,119.21,37788.5,202.0,0.0,379292.0,3.0,246.0,207.0,21.0,1.2,9.0,1.0,0.25,0.0
5428,821.43,66035.5,68.0,12.0,842847.0,1.0,156.0,659.0,4.0,4.6,5.0,0.0,0.75,1.0
5429,470.59,42767.5,155.0,0.0,204608.0,2.0,142.0,364.0,14.0,3.0,11.0,0.75,1.0,1.0
5430,480.0,33105.0,0.0,0.0,620458.0,2.0,143.0,261.0,4.0,1.6,9.0,1.0,0.75,1.0
5431,810.0,58751.5,0.0,0.0,442175.0,1.0,181.0,328.0,0.0,2.7,12.0,1.0,0.75,1.0
5432,400.0,32205.5,0.0,35.0,193719.0,2.0,162.0,269.0,0.0,4.0,1.0,0.75,1.0,0.0
5433,69.63,78814.0,64.0,87.0,712101.0,3.0,147.0,701.0,5.0,1.4,2.0,0.0,0.25,1.0
5434,596.77,31608.0,86.0,0.0,378512.0,1.0,216.0,142.0,20.0,3.7,11.0,0.0,0.5,1.0
5435,329.27,31467.5,48.0,18.0,753103.0,2.0,134.0,326.0,4.0,2.6,14.0,0.0,0.25,1.0
5436,227.36,44986.0,51.0,39.0,655654.0,3.0,214.0,342.0,4.0,3.1,1.0,0.0,1.0,1.0
5437,570.0,48523.0,0.0,18.0,636816.0,0.0,92.0,319.0,0.0,2.9,5.0,1.0,1.0,1.0
5438,1530.0,31717.5,0.0,0.0,225755.0,4.0,108.0,268.0,1.0,3.1,10.0,0.5,0.5,0.0
5439,779.22,43793.0,54.0,0.0,664636.0,1.0,217.0,170.0,5.0,3.0,9.0,1.0,0.25,1.0
5440,328.9,41034.0,201.0,0.0,954253.0,1.0,197.0,148.0,28.0,2.3,8.0,1.0,0.0,1.0
5441,130.43,56571.5,199.0,0.0,624067.0,4.0,165.0,311.0,22.0,1.3,9.0,0.0,0.75,1.0
5442,194.12,42596.0,0.0,24.0,163515.0,4.0,185.0,307.0,1.0,3.2,6.0,0.0,0.75,1.0
5443,596.27,26711.0,61.0,0.0,907847.0,2.0,229.0,331.0,4.0,3.2,8.0,0.0,0.75,1.0
5444,756.41,80444.0,134.0,76.0,302392.0,1.0,125.0,897.0,27.0,3.9,1.0,1.0,0.75,0.0
5445,707.87,61942.0,78.0,59.0,150577.0,1.0,193.0,335.0,4.0,3.2,1.0,0.0,0.5,1.0
5446,569.34,70767.5,37.0,0.0,529366.0,1.0,103.0,727.0,5.0,3.6,12.0,0.0,0.75,1.0
5447,456.95,23972.0,51.0,88.0,409141.0,1.0,173.0,175.0,4.0,1.3,2.0,0.0,0.25,1.0
5448,155.77,25760.5,0.0,42.0,339992.0,2.0,83.0,382.0,1.0,2.7,2.0,1.0,1.0,0.0
5449,350.19,43311.0,57.0,10.0,955084.0,5.0,68.0,374.0,3.0,3.0,6.0,0.0,0.25,1.0
5450,485.29,25432.5,0.0,24.0,404329.0,4.0,113.0,372.0,4.0,4.5,5.0,1.0,0.0,1.0
5451,1269.23,73841.0,82.0,0.0,416200.0,2.0,232.0,601.0,4.0,7.7,8.0,0.0,0.25,1.0
5452,466.67,26706.5,80.0,0.0,586420.0,5.0,160.0,235.0,5.0,1.8,8.0,0.75,0.0,0.0
5453,90.91,69561.0,67.0,46.0,196867.0,2.0,128.0,795.0,3.0,0.9,1.0,0.0,0.75,1.0
5454,720.0,23214.5,0.0,0.0,987342.0,2.0,153.0,176.0,1.0,2.4,14.0,1.0,1.0,0.0
5455,1680.0,77660.0,0.0,6.0,525153.0,0.0,128.0,798.0,0.0,4.6,4.0,1.0,1.0,1.0
5456,750.0,41394.5,0.0,0.0,254082.0,2.0,189.0,344.0,1.0,1.5,10.0,1.0,0.75,1.0
5457,288.46,65409.5,212.0,0.0,298592.0,3.0,114.0,252.0,23.0,3.0,12.0,0.0,1.0,1.0
5458,536.0,40892.0,225.0,5.0,559204.0,2.0,137.0,227.0,24.0,5.7,6.0,1.0,1.0,0.0
5459,220.18,40398.5,177.0,5.0,181641.0,3.0,117.0,191.0,29.0,2.4,4.0,1.0,0.75,0.0
5460,363.16,24261.5,0.0,9.0,176040.0,3.0,153.0,189.0,1.0,3.3,6.0,0.5,1.0,1.0
5461,837.66,36144.0,58.0,15.0,952003.0,4.0,115.0,396.0,5.0,7.6,5.0,1.0,0.75,1.0
5462,313.73,20044.5,53.0,0.0,603267.0,1.0,125.0,199.0,3.0,2.6,14.0,0.0,0.75,1.0
5463,390.0,15282.5,0.0,0.0,209579.0,3.0,160.0,156.0,0.0,2.3,11.0,0.75,0.75,1.0
5464,101.12,41004.5,72.0,54.0,155712.0,3.0,153.0,386.0,3.0,1.4,1.0,0.75,0.25,1.0
5465,780.0,26558.5,0.0,21.0,661282.0,1.0,146.0,316.0,1.0,2.6,6.0,1.0,0.75,1.0
5466,537.93,97105.5,190.0,0.0,179411.0,4.0,165.0,454.0,17.0,4.2,13.0,0.75,1.0,1.0
5467,678.26,27595.5,0.0,13.0,889707.0,3.0,77.0,271.0,0.0,4.2,6.0,0.5,0.25,1.0
5468,600.0,64421.5,0.0,6.0,593478.0,2.0,109.0,670.0,1.0,4.2,5.0,1.0,0.0,1.0
5469,371.24,46164.5,199.0,0.0,425497.0,0.0,133.0,326.0,4.0,1.7,10.0,1.0,0.25,0.0
5470,166.15,19643.5,55.0,17.0,848313.0,2.0,98.0,194.0,4.0,1.8,4.0,0.0,0.75,1.0
5471,178.72,67568.5,0.0,84.0,152761.0,3.0,186.0,527.0,0.0,4.6,14.0,0.75,0.75,1.0
5472,421.88,83588.0,220.0,0.0,514278.6092789571,0.0,145.0,819.0,17.0,2.5,14.0,0.5,1.0,0.0
5473,87.04,75846.5,274.0,66.0,225430.0,2.0,66.0,300.0,24.0,2.0,13.0,0.0,0.75,0.0
5474,343.37,32949.5,66.0,17.0,675872.0,1.0,106.0,379.0,5.0,2.9,6.0,0.75,1.0,1.0
5475,194.19,87837.5,197.0,46.0,377620.0,3.0,127.0,896.0,24.0,2.9,2.0,0.75,0.75,0.0
5476,213.62,30765.5,73.0,15.0,673796.0,5.0,175.0,132.0,5.0,2.3,5.0,0.75,0.25,1.0
5477,92.65,41845.5,0.0,58.0,896731.0,2.0,133.0,277.0,1.0,2.1,2.0,0.0,0.75,0.0
5478,402.99,50134.5,235.0,0.0,178392.0,2.0,130.0,261.0,21.0,3.5,8.0,0.75,0.75,1.0
5479,1080.0,13761.0,0.0,0.0,898267.0,2.0,92.0,289.0,1.0,2.6,11.0,1.0,0.75,0.0
5480,447.2,18116.5,61.0,10.0,816273.0,0.0,152.0,141.0,4.0,3.4,8.0,0.25,1.0,1.0
5481,489.54,92667.5,139.0,77.0,647260.0,1.0,139.0,226.0,22.0,2.9,1.0,1.0,0.75,0.0
5482,256.64,56564.0,79.0,16.0,872812.0,2.0,139.0,142.0,3.0,1.9,6.0,0.75,0.0,1.0
5483,426.32,52653.5,0.0,9.0,210386.0,3.0,229.0,851.0,1.0,2.7,4.0,0.25,0.75,0.0
5484,290.0,61372.0,200.0,0.0,173291.0,2.0,187.0,374.0,22.0,1.9,12.0,1.0,1.0,0.0
5485,87.5,36125.5,0.0,38.0,983408.0,5.0,219.0,879.0,0.0,1.4,1.0,1.0,0.25,1.0
5486,243.7,96449.0,257.0,81.0,423134.0,1.0,88.0,408.0,11.0,2.9,1.0,0.75,0.25,0.0
5487,563.22,88332.0,161.0,63.0,273108.0,0.0,125.0,806.0,12.0,4.9,1.0,1.0,1.0,0.0
5488,151.29,34175.5,42.0,79.0,185283.0,2.0,109.0,360.0,4.0,3.7,2.0,1.0,0.25,1.0
5489,186.57,85309.5,54.0,65.0,889715.0,3.0,213.0,536.0,3.0,3.0,2.0,1.0,1.0,0.0
5490,272.73,22759.0,65.0,0.0,290613.0,0.0,122.0,247.0,5.0,1.5,11.0,0.75,0.25,1.0
5491,237.5,55703.0,0.0,14.0,951537.0,3.0,144.0,440.0,5.0,2.9,6.0,1.0,0.75,1.0
5492,750.0,83785.5,48.0,0.0,825984.0,4.0,66.0,411.0,3.0,2.7,12.0,0.0,1.0,1.0
5493,734.27,49922.0,43.0,0.0,861368.0,4.0,175.0,362.0,4.0,4.5,13.0,1.0,1.0,1.0
5494,40.0,21607.5,0.0,50.0,286769.0,2.0,151.0,242.0,0.0,1.8,1.0,0.75,0.25,1.0
5495,685.12,82034.5,189.0,79.0,267676.0,1.0,137.0,722.0,5.0,5.6,2.0,0.75,0.25,0.0
5496,258.46,72518.5,225.0,12.0,960881.0,0.0,88.0,222.0,18.0,1.8,6.0,1.0,0.25,0.0
